Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Name,Sector
2022-01-03 00:00:00-05:00,414.6600036621094,415.5299987792969,405.0400085449219,407.2099914550781,401.7294006347656,2129900,ACN,Accenture,Information Technology
2022-01-04 00:00:00-05:00,408.80999755859375,411.3699951171875,403.2000122070313,404.2999877929688,398.8585815429688,2516300,ACN,Accenture,Information Technology
2022-01-05 00:00:00-05:00,403.9299926757813,403.9700012207031,397.1000061035156,397.1799926757813,391.83441162109375,2471400,ACN,Accenture,Information Technology
2022-01-06 00:00:00-05:00,384.6900024414063,392.2000122070313,375.760009765625,378.0,372.9125671386719,4386600,ACN,Accenture,Information Technology
2022-01-07 00:00:00-05:00,379.0899963378906,379.989990234375,370.1400146484375,370.75,365.7601318359375,3469000,ACN,Accenture,Information Technology
2022-01-10 00:00:00-05:00,363.4200134277344,373.3699951171875,360.2200012207031,373.0,367.9798583984375,2952400,ACN,Accenture,Information Technology
2022-01-11 00:00:00-05:00,369.510009765625,375.7799987792969,363.8599853515625,375.1099853515625,370.06146240234375,2407000,ACN,Accenture,Information Technology
2022-01-12 00:00:00-05:00,377.8500061035156,383.4400024414063,376.6199951171875,377.1900024414063,373.07818603515625,3143400,ACN,Accenture,Information Technology
2022-01-13 00:00:00-05:00,378.2200012207031,379.2799987792969,360.760009765625,361.3699951171875,357.4306335449219,2944100,ACN,Accenture,Information Technology
2022-01-14 00:00:00-05:00,357.0400085449219,359.3800048828125,349.7200012207031,353.3599853515625,349.50799560546875,3949800,ACN,Accenture,Information Technology
2022-01-18 00:00:00-05:00,348.6099853515625,351.0199890136719,344.9700012207031,348.2799987792969,344.4833679199219,3425600,ACN,Accenture,Information Technology
2022-01-19 00:00:00-05:00,351.0,356.07000732421875,343.5,343.739990234375,339.99285888671875,3374700,ACN,Accenture,Information Technology
2022-01-20 00:00:00-05:00,345.45001220703125,355.94000244140625,342.0400085449219,342.69000244140625,338.95428466796875,2817300,ACN,Accenture,Information Technology
2022-01-21 00:00:00-05:00,341.3900146484375,344.0799865722656,335.25,335.6300048828125,331.97125244140625,2830700,ACN,Accenture,Information Technology
2022-01-24 00:00:00-05:00,328.29998779296875,339.5799865722656,319.1000061035156,339.0,335.3045349121094,4544500,ACN,Accenture,Information Technology
2022-01-25 00:00:00-05:00,331.9100036621094,339.69000244140625,327.2099914550781,334.95001220703125,331.2987060546875,3625400,ACN,Accenture,Information Technology
2022-01-26 00:00:00-05:00,341.4200134277344,343.9599914550781,328.04998779296875,329.8900146484375,326.2938232421875,4422200,ACN,Accenture,Information Technology
2022-01-27 00:00:00-05:00,337.5299987792969,341.7300109863281,331.010009765625,333.3599853515625,329.7259826660156,2778000,ACN,Accenture,Information Technology
2022-01-28 00:00:00-05:00,333.8999938964844,343.0599975585937,327.1700134277344,342.8500061035156,339.112548828125,2457400,ACN,Accenture,Information Technology
2022-01-31 00:00:00-05:00,345.0,353.70001220703125,343.5400085449219,353.5799865722656,349.7255554199219,3159300,ACN,Accenture,Information Technology
2022-02-01 00:00:00-05:00,354.2200012207031,356.70001220703125,348.8800048828125,353.4200134277344,349.5673522949219,2087200,ACN,Accenture,Information Technology
2022-02-02 00:00:00-05:00,354.3999938964844,360.1000061035156,353.510009765625,359.4700012207031,355.5513610839844,2603200,ACN,Accenture,Information Technology
2022-02-03 00:00:00-05:00,345.2799987792969,351.92999267578125,343.9800109863281,345.54998779296875,341.7830810546875,2706300,ACN,Accenture,Information Technology
2022-02-04 00:00:00-05:00,344.8900146484375,350.5400085449219,340.8500061035156,347.5,343.7118530273437,2142800,ACN,Accenture,Information Technology
2022-02-07 00:00:00-05:00,346.17999267578125,348.2699890136719,343.010009765625,343.9599914550781,340.2104187011719,1265100,ACN,Accenture,Information Technology
2022-02-08 00:00:00-05:00,339.9800109863281,345.92999267578125,339.8599853515625,345.07000732421875,341.308349609375,2197700,ACN,Accenture,Information Technology
2022-02-09 00:00:00-05:00,351.6300048828125,356.5299987792969,351.5199890136719,355.5299987792969,351.6543273925781,2430500,ACN,Accenture,Information Technology
2022-02-10 00:00:00-05:00,346.0899963378906,351.5799865722656,339.989990234375,342.3900146484375,338.6575927734375,2457700,ACN,Accenture,Information Technology
2022-02-11 00:00:00-05:00,343.94000244140625,344.9800109863281,327.2900085449219,329.17999267578125,325.5915832519531,3091600,ACN,Accenture,Information Technology
2022-02-14 00:00:00-05:00,323.0799865722656,327.8699951171875,321.4599914550781,326.1300048828125,322.5748291015625,2689900,ACN,Accenture,Information Technology
2022-02-15 00:00:00-05:00,332.7200012207031,333.3299865722656,327.3500061035156,329.4100036621094,325.8190612792969,2395600,ACN,Accenture,Information Technology
2022-02-16 00:00:00-05:00,325.8699951171875,335.44000244140625,325.1099853515625,333.7200012207031,330.0820617675781,2867500,ACN,Accenture,Information Technology
2022-02-17 00:00:00-05:00,332.9200134277344,332.9200134277344,322.25,322.9100036621094,319.3899230957031,2148000,ACN,Accenture,Information Technology
2022-02-18 00:00:00-05:00,322.4100036621094,326.489990234375,320.1000061035156,321.17999267578125,317.67877197265625,2421800,ACN,Accenture,Information Technology
2022-02-22 00:00:00-05:00,320.010009765625,327.9800109863281,317.7900085449219,321.1099853515625,317.6095275878906,2794300,ACN,Accenture,Information Technology
2022-02-23 00:00:00-05:00,322.7699890136719,324.82000732421875,312.5899963378906,313.1600036621094,309.7462158203125,2192200,ACN,Accenture,Information Technology
2022-02-24 00:00:00-05:00,302.3500061035156,316.5799865722656,300.7099914550781,316.1700134277344,312.7234191894531,3785900,ACN,Accenture,Information Technology
2022-02-25 00:00:00-05:00,317.3299865722656,323.1700134277344,316.3900146484375,322.510009765625,318.9942932128906,2552600,ACN,Accenture,Information Technology
2022-02-28 00:00:00-05:00,318.69000244140625,319.45001220703125,311.9100036621094,316.0199890136719,312.57501220703125,3419300,ACN,Accenture,Information Technology
2022-03-01 00:00:00-05:00,317.0,317.3800048828125,309.760009765625,311.3500061035156,307.9559020996094,2525400,ACN,Accenture,Information Technology
2022-03-02 00:00:00-05:00,315.4200134277344,320.260009765625,312.54998779296875,318.3299865722656,314.8598022460937,2220800,ACN,Accenture,Information Technology
2022-03-03 00:00:00-05:00,322.8399963378906,323.69000244140625,315.6000061035156,318.95001220703125,315.4730834960937,2120900,ACN,Accenture,Information Technology
