Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Name,Sector
2022-01-03 00:00:00-05:00,566.6500244140625,575.0,553.27001953125,564.3699951171875,564.3699951171875,2862700,ADBE,Adobe,Information Technology
2022-01-04 00:00:00-05:00,563.9000244140625,564.2999877929688,541.3099975585938,554.0,554.0,4344800,ADBE,Adobe,Information Technology
2022-01-05 00:00:00-05:00,535.0,538.75,514.0,514.4299926757812,514.4299926757812,7394800,ADBE,Adobe,Information Technology
2022-01-06 00:00:00-05:00,510.0,526.3099975585938,508.2000122070313,514.1199951171875,514.1199951171875,3913600,ADBE,Adobe,Information Technology
2022-01-07 00:00:00-05:00,513.6599731445312,520.4199829101562,504.0,510.7000122070313,510.7000122070313,3605400,ADBE,Adobe,Information Technology
2022-01-10 00:00:00-05:00,500.0,526.5800170898438,497.010009765625,525.8300170898438,525.8300170898438,5429700,ADBE,Adobe,Information Technology
2022-01-11 00:00:00-05:00,525.5499877929688,535.1799926757812,520.97998046875,529.8900146484375,529.8900146484375,3422200,ADBE,Adobe,Information Technology
2022-01-12 00:00:00-05:00,533.0900268554688,541.5900268554688,529.280029296875,532.3699951171875,532.3699951171875,2901800,ADBE,Adobe,Information Technology
2022-01-13 00:00:00-05:00,532.219970703125,535.27001953125,516.3200073242188,516.9000244140625,516.9000244140625,3406500,ADBE,Adobe,Information Technology
2022-01-14 00:00:00-05:00,514.489990234375,522.5700073242188,511.2699890136719,520.5999755859375,520.5999755859375,2659800,ADBE,Adobe,Information Technology
2022-01-18 00:00:00-05:00,510.3900146484375,519.3900146484375,504.9800109863281,513.3400268554688,513.3400268554688,3461000,ADBE,Adobe,Information Technology
2022-01-19 00:00:00-05:00,516.47998046875,528.9199829101562,515.2999877929688,516.5800170898438,516.5800170898438,2985900,ADBE,Adobe,Information Technology
2022-01-20 00:00:00-05:00,522.3800048828125,532.030029296875,509.6400146484375,510.8500061035156,510.8500061035156,3208100,ADBE,Adobe,Information Technology
2022-01-21 00:00:00-05:00,508.5,513.8599853515625,499.2699890136719,499.9100036621094,499.9100036621094,4276100,ADBE,Adobe,Information Technology
2022-01-24 00:00:00-05:00,491.0700073242188,520.4299926757812,483.30999755859375,519.6599731445312,519.6599731445312,7538000,ADBE,Adobe,Information Technology
2022-01-25 00:00:00-05:00,505.510009765625,514.260009765625,500.010009765625,502.7200012207031,502.7200012207031,4051500,ADBE,Adobe,Information Technology
2022-01-26 00:00:00-05:00,514.0,520.489990234375,494.2200012207031,500.80999755859375,500.80999755859375,4449500,ADBE,Adobe,Information Technology
2022-01-27 00:00:00-05:00,508.9400024414063,513.22998046875,485.6199951171875,493.0499877929688,493.0499877929688,5865400,ADBE,Adobe,Information Technology
2022-01-28 00:00:00-05:00,494.0899963378906,519.0,480.6199951171875,518.1599731445312,518.1599731445312,4339000,ADBE,Adobe,Information Technology
2022-01-31 00:00:00-05:00,518.97998046875,534.9400024414062,514.3900146484375,534.2999877929688,534.2999877929688,3995100,ADBE,Adobe,Information Technology
2022-02-01 00:00:00-05:00,536.0,538.77001953125,527.719970703125,535.97998046875,535.97998046875,2307400,ADBE,Adobe,Information Technology
2022-02-02 00:00:00-05:00,536.25,540.4600219726562,529.3200073242188,533.0900268554688,533.0900268554688,2494100,ADBE,Adobe,Information Technology
2022-02-03 00:00:00-05:00,522.8699951171875,525.1799926757812,508.75,510.8299865722656,510.8299865722656,3058700,ADBE,Adobe,Information Technology
2022-02-04 00:00:00-05:00,503.7699890136719,519.969970703125,503.7699890136719,513.5399780273438,513.5399780273438,2583700,ADBE,Adobe,Information Technology
2022-02-07 00:00:00-05:00,516.0,516.0,500.9500122070313,507.1000061035156,507.1000061035156,3120500,ADBE,Adobe,Information Technology
2022-02-08 00:00:00-05:00,501.6300048828125,513.510009765625,501.0700073242188,511.30999755859375,511.30999755859375,3205500,ADBE,Adobe,Information Technology
2022-02-09 00:00:00-05:00,520.3499755859375,522.47998046875,515.0599975585938,521.75,521.75,2542200,ADBE,Adobe,Information Technology
2022-02-10 00:00:00-05:00,508.0799865722656,514.47998046875,492.2799987792969,495.0199890136719,495.0199890136719,4735800,ADBE,Adobe,Information Technology
2022-02-11 00:00:00-05:00,497.9200134277344,499.9299926757813,472.8999938964844,473.9700012207031,473.9700012207031,5027000,ADBE,Adobe,Information Technology
2022-02-14 00:00:00-05:00,473.2000122070313,478.5700073242188,469.2099914550781,474.010009765625,474.010009765625,3372100,ADBE,Adobe,Information Technology
2022-02-15 00:00:00-05:00,482.5299987792969,482.5299987792969,472.3900146484375,479.5,479.5,3743100,ADBE,Adobe,Information Technology
2022-02-16 00:00:00-05:00,476.489990234375,480.2099914550781,467.2699890136719,477.7000122070313,477.7000122070313,3750500,ADBE,Adobe,Information Technology
2022-02-17 00:00:00-05:00,473.1400146484375,476.4500122070313,456.0499877929688,457.7099914550781,457.7099914550781,4021100,ADBE,Adobe,Information Technology
2022-02-18 00:00:00-05:00,458.6900024414063,459.2999877929688,441.7699890136719,442.55999755859375,442.55999755859375,5194200,ADBE,Adobe,Information Technology
2022-02-22 00:00:00-05:00,440.3500061035156,451.0899963378906,435.0499877929688,438.3999938964844,438.3999938964844,4287600,ADBE,Adobe,Information Technology
2022-02-23 00:00:00-05:00,447.7799987792969,449.5899963378906,428.05999755859375,429.4500122070313,429.4500122070313,4263000,ADBE,Adobe,Information Technology
2022-02-24 00:00:00-05:00,418.5899963378906,465.9299926757813,416.80999755859375,463.8200073242188,463.8200073242188,6448800,ADBE,Adobe,Information Technology
2022-02-25 00:00:00-05:00,465.3900146484375,468.5199890136719,456.0199890136719,465.5400085449219,465.5400085449219,2869700,ADBE,Adobe,Information Technology
2022-02-28 00:00:00-05:00,462.3999938964844,468.4800109863281,458.8599853515625,467.6799926757813,467.6799926757813,3302300,ADBE,Adobe,Information Technology
2022-03-01 00:00:00-05:00,468.0,479.2099914550781,462.9200134277344,466.6799926757813,466.6799926757813,3352800,ADBE,Adobe,Information Technology
2022-03-02 00:00:00-05:00,471.9400024414063,477.489990234375,466.0400085449219,471.1799926757813,471.1799926757813,2948500,ADBE,Adobe,Information Technology
2022-03-03 00:00:00-05:00,475.8299865722656,476.0499877929688,455.4500122070313,459.0799865722656,459.0799865722656,2906300,ADBE,Adobe,Information Technology
2022-03-04 00:00:00-05:00,455.489990234375,463.5199890136719,447.0,452.1300048828125,452.1300048828125,2751600,ADBE,Adobe,Information Technology
2022-03-07 00:00:00-05:00,456.2200012207031,457.6799926757813,437.1799926757813,437.9700012207031,437.9700012207031,3676100,ADBE,Adobe,Information Technology
2022-03-08 00:00:00-05:00,432.510009765625,443.7999877929688,421.3599853515625,431.5299987792969,431.5299987792969,3734800,ADBE,Adobe,Information Technology
2022-03-09 00:00:00-05:00,443.7999877929688,453.1099853515625,438.9299926757813,450.8699951171875,450.8699951171875,2905700,ADBE,Adobe,Information Technology
2022-03-10 00:00:00-05:00,444.6799926757813,447.6499938964844,433.010009765625,438.9500122070313,438.9500122070313,2722300,ADBE,Adobe,Information Technology
2022-03-11 00:00:00-05:00,439.6600036621094,440.6099853515625,415.4299926757813,416.3800048828125,416.3800048828125,4434500,ADBE,Adobe,Information Technology
2022-03-14 00:00:00-04:00,413.3599853515625,422.3800048828125,407.9400024414063,411.5,411.5,3731400,ADBE,Adobe,Information Technology
2022-03-15 00:00:00-04:00,415.9700012207031,422.9599914550781,413.1700134277344,421.6600036621094,421.6600036621094,3201700,ADBE,Adobe,Information Technology
2022-03-16 00:00:00-04:00,431.739990234375,442.5199890136719,424.3500061035156,442.3599853515625,442.3599853515625,4141200,ADBE,Adobe,Information Technology
2022-03-17 00:00:00-04:00,441.260009765625,446.8200073242188,436.510009765625,444.3599853515625,444.3599853515625,3556700,ADBE,Adobe,Information Technology
2022-03-18 00:00:00-04:00,439.2000122070313,453.739990234375,435.7900085449219,453.3299865722656,453.3299865722656,5898100,ADBE,Adobe,Information Technology
2022-03-21 00:00:00-04:00,451.4200134277344,459.5799865722656,445.9500122070313,453.5899963378906,453.5899963378906,3704200,ADBE,Adobe,Information Technology
2022-03-22 00:00:00-04:00,453.5,471.9800109863281,450.6900024414063,466.4500122070313,466.4500122070313,5377000,ADBE,Adobe,Information Technology
2022-03-23 00:00:00-04:00,437.510009765625,437.9800109863281,416.4700012207031,422.8999938964844,422.8999938964844,13979800,ADBE,Adobe,Information Technology
2022-03-24 00:00:00-04:00,426.0799865722656,432.2099914550781,421.489990234375,432.1400146484375,432.1400146484375,5544300,ADBE,Adobe,Information Technology
2022-03-25 00:00:00-04:00,435.4400024414063,438.6199951171875,426.0,431.6199951171875,431.6199951171875,3283600,ADBE,Adobe,Information Technology
2022-03-28 00:00:00-04:00,433.4200134277344,450.3200073242188,433.1499938964844,450.010009765625,450.010009765625,4472600,ADBE,Adobe,Information Technology
2022-03-29 00:00:00-04:00,459.1600036621094,467.7999877929688,452.4400024414063,466.3299865722656,466.3299865722656,4323800,ADBE,Adobe,Information Technology
2022-03-30 00:00:00-04:00,461.5199890136719,466.7699890136719,456.8399963378906,460.05999755859375,460.05999755859375,3889200,ADBE,Adobe,Information Technology
2022-03-31 00:00:00-04:00,461.5899963378906,465.4299926757813,455.4299926757813,455.6199951171875,455.6199951171875,4141300,ADBE,Adobe,Information Technology
2022-04-01 00:00:00-04:00,455.0,461.5499877929688,450.9599914550781,458.1900024414063,458.1900024414063,2718400,ADBE,Adobe,Information Technology
2022-04-04 00:00:00-04:00,461.0400085449219,473.489990234375,460.6099853515625,468.80999755859375,468.80999755859375,2974500,ADBE,Adobe,Information Technology
2022-04-05 00:00:00-04:00,469.3200073242188,471.760009765625,455.0700073242188,458.5799865722656,458.5799865722656,2481900,ADBE,Adobe,Information Technology
2022-04-06 00:00:00-04:00,448.239990234375,450.010009765625,439.5700073242188,444.3299865722656,444.3299865722656,3824900,ADBE,Adobe,Information Technology
2022-04-07 00:00:00-04:00,444.0899963378906,455.9200134277344,440.760009765625,452.7200012207031,452.7200012207031,2757800,ADBE,Adobe,Information Technology
2022-04-08 00:00:00-04:00,449.9500122070313,454.4100036621094,443.3699951171875,445.3399963378906,445.3399963378906,2260700,ADBE,Adobe,Information Technology
2022-04-11 00:00:00-04:00,438.80999755859375,440.0,429.739990234375,434.4400024414063,434.4400024414063,2932100,ADBE,Adobe,Information Technology
2022-04-12 00:00:00-04:00,442.6900024414063,444.4400024414063,425.1600036621094,426.7699890136719,426.7699890136719,2199000,ADBE,Adobe,Information Technology
2022-04-13 00:00:00-04:00,427.2999877929688,433.5199890136719,425.6700134277344,431.6700134277344,431.6700134277344,3078900,ADBE,Adobe,Information Technology
2022-04-14 00:00:00-04:00,435.8599853515625,435.9500122070313,420.0299987792969,420.4400024414063,420.4400024414063,2597000,ADBE,Adobe,Information Technology
2022-04-18 00:00:00-04:00,419.3999938964844,429.6900024414063,418.7300109863281,425.4700012207031,425.4700012207031,2594700,ADBE,Adobe,Information Technology
2022-04-19 00:00:00-04:00,422.0199890136719,437.489990234375,420.6400146484375,436.3999938964844,436.3999938964844,1962700,ADBE,Adobe,Information Technology
2022-04-20 00:00:00-04:00,440.5899963378906,442.4400024414063,427.2000122070313,428.1099853515625,428.1099853515625,2094400,ADBE,Adobe,Information Technology
