       Unnamed: 0                       Date        Open        High         Low       Close   Adj Close    Volume Symbol  Name                  Sector\r
91193           0  2022-01-03 00:00:00-05:00  217.520004  222.059998  217.009995  221.429993  221.070328   7694500      V  Visa  Information Technology\r
91194           1  2022-01-04 00:00:00-05:00  222.000000  226.789993  221.809998  222.460007  222.098663  10629300      V  Visa  Information Technology\r
91195           2  2022-01-05 00:00:00-05:00  222.639999  225.270004  219.919998  220.000000  219.642654   9594600      V  Visa  Information Technology\r
91196           3  2022-01-06 00:00:00-05:00  217.800003  221.910004  217.550003  219.750000  219.393066   7877500      V  Visa  Information Technology\r
91197           4  2022-01-07 00:00:00-05:00  217.309998  220.199997  215.639999  216.960007  216.607605  10702100      V  Visa  Information Technology\r
91198           5  2022-01-10 00:00:00-05:00  213.979996  214.199997  206.500000  211.970001  211.625702  11978600      V  Visa  Information Technology\r
91199           6  2022-01-11 00:00:00-05:00  211.419998  214.949997  208.740005  214.380005  214.031784   8803100      V  Visa  Information Technology\r
91200           7  2022-01-12 00:00:00-05:00  214.479996  217.580002  213.809998  215.710007  215.359634   6923300      V  Visa  Information Technology\r
91201           8  2022-01-13 00:00:00-05:00  216.850006  220.479996  214.660004  215.000000  214.650772   8867700      V  Visa  Information Technology\r
91202           9  2022-01-14 00:00:00-05:00  214.169998  218.250000  213.710007  214.669998  214.321320   8838100      V  Visa  Information Technology\r
91203          10  2022-01-18 00:00:00-05:00  215.880005  216.910004  214.330002  215.710007  215.359634   9099300      V  Visa  Information Technology\r
91204          11  2022-01-19 00:00:00-05:00  213.000000  218.229996  212.110001  214.679993  214.331284   9399800      V  Visa  Information Technology\r
91205          12  2022-01-20 00:00:00-05:00  214.720001  219.600006  213.940002  214.350006  214.001846   8532700      V  Visa  Information Technology\r
91206          13  2022-01-21 00:00:00-05:00  215.460007  215.600006  205.820007  205.929993  205.595505  16200200      V  Visa  Information Technology\r
91207          14  2022-01-24 00:00:00-05:00  202.179993  202.720001  195.649994  201.850006  201.522141  16054000      V  Visa  Information Technology\r
91208          15  2022-01-25 00:00:00-05:00  199.619995  205.380005  196.990005  202.000000  201.671890  12125500      V  Visa  Information Technology\r
91209          16  2022-01-26 00:00:00-05:00  204.279999  210.860001  203.669998  205.869995  205.535599  10817600      V  Visa  Information Technology\r
91210          17  2022-01-27 00:00:00-05:00  209.500000  210.960007  205.850006  206.149994  205.815140  12009800      V  Visa  Information Technology\r
91211          18  2022-01-28 00:00:00-05:00  220.639999  228.119995  216.100006  228.000000  227.629669  26425300      V  Visa  Information Technology\r
91212          19  2022-01-31 00:00:00-05:00  225.550003  226.380005  222.050003  226.169998  225.802628  12380600      V  Visa  Information Technology\r
91213          20  2022-02-01 00:00:00-05:00  226.899994  234.610001  226.419998  232.360001  231.982574  12247200      V  Visa  Information Technology\r
91214          21  2022-02-02 00:00:00-05:00  231.300003  235.850006  230.009995  235.419998  235.037613  10590500      V  Visa  Information Technology\r
91215          22  2022-02-03 00:00:00-05:00  233.039993  233.490005  230.550003  231.539993  231.163910   9968000      V  Visa  Information Technology\r
91216          23  2022-02-04 00:00:00-05:00  228.500000  230.220001  224.949997  228.389999  228.019028  10848100      V  Visa  Information Technology\r
91217          24  2022-02-07 00:00:00-05:00  228.000000  229.919998  226.009995  227.160004  226.791031   5984500      V  Visa  Information Technology\r
91218          25  2022-02-08 00:00:00-05:00  226.259995  228.500000  224.750000  227.940002  227.569763   7542000      V  Visa  Information Technology\r
91219          26  2022-02-09 00:00:00-05:00  230.130005  233.149994  230.119995  230.869995  230.494995   7772800      V  Visa  Information Technology\r
91220          27  2022-02-10 00:00:00-05:00  228.029999  229.949997  224.869995  225.589996  225.589996   6794600      V  Visa  Information Technology\r
91221          28  2022-02-11 00:00:00-05:00  227.250000  229.100006  223.539993  224.690002  224.690002   7535200      V  Visa  Information Technology\r
91222          29  2022-02-14 00:00:00-05:00  223.289993  227.259995  222.809998  225.339996  225.339996   8280800      V  Visa  Information Technology\r
91223          30  2022-02-15 00:00:00-05:00  227.270004  229.289993  224.910004  227.820007  227.820007   9461700      V  Visa  Information Technology\r
