       Unnamed: 0                       Date        Open        High         Low       Close   Adj Close   Volume Symbol      Name                  Sector\r
90011           0  2022-01-03 00:00:00-05:00  252.520004  253.889999  249.699997  252.110001  252.110001   332600   VRSN  Verisign  Information Technology\r
90012           1  2022-01-04 00:00:00-05:00  252.070007  253.100006  249.190002  250.429993  250.429993   546500   VRSN  Verisign  Information Technology\r
90013           2  2022-01-05 00:00:00-05:00  248.740005  249.839996  243.500000  243.509995  243.509995   498000   VRSN  Verisign  Information Technology\r
90014           3  2022-01-06 00:00:00-05:00  243.399994  245.929993  241.100006  241.820007  241.820007   658700   VRSN  Verisign  Information Technology\r
90015           4  2022-01-07 00:00:00-05:00  241.300003  242.470001  237.669998  237.710007  237.710007   478400   VRSN  Verisign  Information Technology\r
90016           5  2022-01-10 00:00:00-05:00  235.729996  237.720001  232.979996  236.600006  236.600006   430400   VRSN  Verisign  Information Technology\r
90017           6  2022-01-11 00:00:00-05:00  236.130005  238.649994  233.539993  236.240005  236.240005   527600   VRSN  Verisign  Information Technology\r
90018           7  2022-01-12 00:00:00-05:00  237.149994  238.619995  235.449997  238.250000  238.250000   749900   VRSN  Verisign  Information Technology\r
90019           8  2022-01-13 00:00:00-05:00  239.220001  239.369995  229.600006  229.860001  229.860001   519000   VRSN  Verisign  Information Technology\r
90020           9  2022-01-14 00:00:00-05:00  227.899994  229.229996  224.869995  226.479996  226.479996   892100   VRSN  Verisign  Information Technology\r
90021          10  2022-01-18 00:00:00-05:00  222.399994  223.339996  218.500000  220.100006  220.100006   826300   VRSN  Verisign  Information Technology\r
90022          11  2022-01-19 00:00:00-05:00  220.750000  222.630005  216.850006  217.240005  217.240005   549800   VRSN  Verisign  Information Technology\r
90023          12  2022-01-20 00:00:00-05:00  218.570007  222.949997  216.220001  216.529999  216.529999   738500   VRSN  Verisign  Information Technology\r
90024          13  2022-01-21 00:00:00-05:00  216.080002  220.720001  215.720001  217.139999  217.139999   711000   VRSN  Verisign  Information Technology\r
90025          14  2022-01-24 00:00:00-05:00  215.339996  220.660004  212.160004  220.100006  220.100006   777800   VRSN  Verisign  Information Technology\r
90026          15  2022-01-25 00:00:00-05:00  217.009995  217.309998  210.270004  212.750000  212.750000   828900   VRSN  Verisign  Information Technology\r
90027          16  2022-01-26 00:00:00-05:00  214.940002  216.419998  206.240005  208.429993  208.429993   703100   VRSN  Verisign  Information Technology\r
90028          17  2022-01-27 00:00:00-05:00  210.660004  215.710007  205.880005  207.440002  207.440002   511400   VRSN  Verisign  Information Technology\r
90029          18  2022-01-28 00:00:00-05:00  207.080002  211.699997  204.190002  211.589996  211.589996   616700   VRSN  Verisign  Information Technology\r
90030          19  2022-01-31 00:00:00-05:00  211.580002  217.910004  211.520004  217.179993  217.179993   717900   VRSN  Verisign  Information Technology\r
90031          20  2022-02-01 00:00:00-05:00  217.160004  218.639999  214.059998  216.850006  216.850006   585700   VRSN  Verisign  Information Technology\r
90032          21  2022-02-02 00:00:00-05:00  218.089996  224.440002  217.940002  223.479996  223.479996   783700   VRSN  Verisign  Information Technology\r
90033          22  2022-02-03 00:00:00-05:00  220.389999  221.929993  218.259995  218.550003  218.550003   730700   VRSN  Verisign  Information Technology\r
