       Unnamed: 0                       Date        Open        High         Low       Close   Adj Close   Volume Symbol                Name                  Sector\r
95921           0  2022-01-03 00:00:00-05:00  592.080017  599.729980  578.489990  583.900024  583.900024   272600   ZBRA  Zebra Technologies  Information Technology\r
95922           1  2022-01-04 00:00:00-05:00  584.750000  589.280029  574.309998  587.599976  587.599976   346000   ZBRA  Zebra Technologies  Information Technology\r
95923           2  2022-01-05 00:00:00-05:00  582.400024  586.919983  557.479980  558.179993  558.179993   403700   ZBRA  Zebra Technologies  Information Technology\r
95924           3  2022-01-06 00:00:00-05:00  555.000000  563.059998  548.450012  555.159973  555.159973   338300   ZBRA  Zebra Technologies  Information Technology\r
95925           4  2022-01-07 00:00:00-05:00  552.140015  553.539978  530.140015  530.859985  530.859985   432800   ZBRA  Zebra Technologies  Information Technology\r
95926           5  2022-01-10 00:00:00-05:00  527.369995  536.099976  516.080017  535.409973  535.409973   403400   ZBRA  Zebra Technologies  Information Technology\r
95927           6  2022-01-11 00:00:00-05:00  535.150024  539.020020  521.599976  538.570007  538.570007   443500   ZBRA  Zebra Technologies  Information Technology\r
95928           7  2022-01-12 00:00:00-05:00  539.969971  547.369995  535.049988  538.440002  538.440002   306700   ZBRA  Zebra Technologies  Information Technology\r
95929           8  2022-01-13 00:00:00-05:00  539.820007  544.609985  524.380005  525.799988  525.799988   312500   ZBRA  Zebra Technologies  Information Technology\r
95930           9  2022-01-14 00:00:00-05:00  520.239990  533.219971  517.599976  528.000000  528.000000   321900   ZBRA  Zebra Technologies  Information Technology\r
95931          10  2022-01-18 00:00:00-05:00  516.099976  522.030029  514.000000  516.719971  516.719971   337900   ZBRA  Zebra Technologies  Information Technology\r
95932          11  2022-01-19 00:00:00-05:00  517.690002  529.799988  512.559998  513.109985  513.109985   308200   ZBRA  Zebra Technologies  Information Technology\r
95933          12  2022-01-20 00:00:00-05:00  516.020020  520.570007  500.250000  501.420013  501.420013   320000   ZBRA  Zebra Technologies  Information Technology\r
95934          13  2022-01-21 00:00:00-05:00  502.809998  511.970001  493.250000  494.179993  494.179993   488900   ZBRA  Zebra Technologies  Information Technology\r
95935          14  2022-01-24 00:00:00-05:00  482.570007  491.570007  463.760010  490.559998  490.559998   853600   ZBRA  Zebra Technologies  Information Technology\r
95936          15  2022-01-25 00:00:00-05:00  479.920013  483.850006  462.320007  474.000000  474.000000   537900   ZBRA  Zebra Technologies  Information Technology\r
95937          16  2022-01-26 00:00:00-05:00  484.510010  487.100006  466.269989  475.700012  475.700012   592500   ZBRA  Zebra Technologies  Information Technology\r
95938          17  2022-01-27 00:00:00-05:00  483.000000  487.920013  469.660004  473.230011  473.230011   624500   ZBRA  Zebra Technologies  Information Technology\r
95939          18  2022-01-28 00:00:00-05:00  474.640015  493.660004  466.070007  492.570007  492.570007   569200   ZBRA  Zebra Technologies  Information Technology\r
95940          19  2022-01-31 00:00:00-05:00  493.940002  510.290009  493.940002  509.119995  509.119995   364800   ZBRA  Zebra Technologies  Information Technology\r
95941          20  2022-02-01 00:00:00-05:00  509.299988  511.410004  500.079987  509.480011  509.480011   330000   ZBRA  Zebra Technologies  Information Technology\r
95942          21  2022-02-02 00:00:00-05:00  512.820007  520.320007  507.579987  517.010010  517.010010   482800   ZBRA  Zebra Technologies  Information Technology\r
95943          22  2022-02-03 00:00:00-05:00  509.290009  514.719971  506.630005  508.299988  508.299988   487800   ZBRA  Zebra Technologies  Information Technology\r
95944          23  2022-02-04 00:00:00-05:00  503.619995  510.399994  495.910004  503.089996  503.089996   394600   ZBRA  Zebra Technologies  Information Technology\r
95945          24  2022-02-07 00:00:00-05:00  505.540009  509.109985  496.839996  498.339996  498.339996   299800   ZBRA  Zebra Technologies  Information Technology\r
95946          25  2022-02-08 00:00:00-05:00  495.670013  499.980011  488.470001  491.700012  491.700012   615200   ZBRA  Zebra Technologies  Information Technology\r
95947          26  2022-02-09 00:00:00-05:00  497.690002  507.480011  494.019989  506.019989  506.019989   678600   ZBRA  Zebra Technologies  Information Technology\r
95948          27  2022-02-10 00:00:00-05:00  489.609985  489.609985  461.329987  466.630005  466.630005   772700   ZBRA  Zebra Technologies  Information Technology\r
95949          28  2022-02-11 00:00:00-05:00  465.600006  467.660004  436.250000  441.739990  441.739990  1276000   ZBRA  Zebra Technologies  Information Technology\r
95950          29  2022-02-14 00:00:00-05:00  442.299988  451.459991  423.540009  426.420013  426.420013   659000   ZBRA  Zebra Technologies  Information Technology\r
95951          30  2022-02-15 00:00:00-05:00  433.670013  440.489990  432.640015  434.940002  434.940002   616000   ZBRA  Zebra Technologies  Information Technology\r
95952          31  2022-02-16 00:00:00-05:00  432.000000  434.209991  425.750000  430.970001  430.970001   538900   ZBRA  Zebra Technologies  Information Technology\r
95953          32  2022-02-17 00:00:00-05:00  426.679993  431.809998  420.619995  423.500000  423.500000   609300   ZBRA  Zebra Technologies  Information Technology\r
95954          33  2022-02-18 00:00:00-05:00  423.809998  427.359985  418.420013  420.309998  420.309998   536200   ZBRA  Zebra Technologies  Information Technology\r
95955          34  2022-02-22 00:00:00-05:00  416.000000  422.709991  406.649994  409.760010  409.760010   549600   ZBRA  Zebra Technologies  Information Technology\r
95956          35  2022-02-23 00:00:00-05:00  413.000000  418.160004  398.459991  399.290009  399.290009   569000   ZBRA  Zebra Technologies  Information Technology\r
95957          36  2022-02-24 00:00:00-05:00  386.950012  415.809998  385.339996  415.329987  415.329987   508700   ZBRA  Zebra Technologies  Information Technology\r
95958          37  2022-02-25 00:00:00-05:00  415.100006  423.869995  410.649994  418.070007  418.070007   440600   ZBRA  Zebra Technologies  Information Technology\r
95959          38  2022-02-28 00:00:00-05:00  414.250000  417.670013  406.140015  413.339996  413.339996   541100   ZBRA  Zebra Technologies  Information Technology\r
